"","sample","name","value","std","mass","sample2","date","run","keep","Date.fished","wet.sample..g.","lipid_perc","dry","fame.mg","dry.sample.g","perc_fa","perc_fa_d"
"10237","2025\08\28\SCAL_0129.DATA","24:0",NA,19.13,NA,129,2025-08-28,"1","Y","2024-08-13",1.5091,1.08674044132258,0.222821232957786,20.1,0.336259522656595,NA,NA
"10238","2025\08\28\SCAL_0129.DATA","22:6n-3",25.78,19.13,2.02143230527967,129,2025-08-28,"1","Y","2024-08-13",1.5091,1.08674044132258,0.222821232957786,20.1,0.336259522656595,0.00133949526557529,0.00657419564135066
"10239","2025\08\28\SCAL_0129.DATA","24:1n-9",NA,19.13,NA,129,2025-08-28,"1","Y","2024-08-13",1.5091,1.08674044132258,0.222821232957786,20.1,0.336259522656595,NA,NA
"10240","2025\08\28\SCAL_0129.DATA","DMA:1",1.3,19.13,0.101934134866702,129,2025-08-28,"1","Y","2024-08-13",1.5091,1.08674044132258,0.222821232957786,20.1,0.336259522656595,0.0000675463089700494,0.000318473635726072
"10241","2025\08\28\SCAL_0129.DATA","DMA:2",1.54,19.13,0.120752744380554,129,2025-08-28,"1","Y","2024-08-13",1.5091,1.08674044132258,0.222821232957786,20.1,0.336259522656595,0.0000800163967799046,0.000368568453866204
"10242","2025\08\28\SCAL_0348_1.DATA","12:0",0.21,19.21,0.0163977095262884,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000108983846379692,0.0000517028258952498
"10243","2025\08\28\SCAL_0348_1.DATA","BHT",0,19.21,0,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0,0
"10244","2025\08\28\SCAL_0348_1.DATA","13:0",NA,19.21,NA,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,NA,NA
"10245","2025\08\28\SCAL_0348_1.DATA","i:14:0",NA,19.21,NA,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,NA,NA
"10246","2025\08\28\SCAL_0348_1.DATA","14:0",1.37,19.21,0.106975533576262,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000710989854953226,0.000349980702984344
"10247","2025\08\28\SCAL_0348_1.DATA","14:1n-9",NA,19.21,NA,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,NA,NA
"10248","2025\08\28\SCAL_0348_1.DATA","14:1n-7",NA,19.21,NA,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,NA,NA
"10249","2025\08\28\SCAL_0348_1.DATA","14:1n-5",NA,19.21,NA,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,NA,NA
"10250","2025\08\28\SCAL_0348_1.DATA","i:15:0",0.05,19.21,0.00390421655387819,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.00000259485348523075,NA
"10251","2025\08\28\SCAL_0348_1.DATA","ai:15:0",0.01,19.21,0.000780843310775638,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.00000051897069704615,0.00000231303427850435
"10252","2025\08\28\SCAL_0348_1.DATA","15:0",0.65,19.21,0.0507548152004164,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000337330953079998,0.000144084331605316
"10253","2025\08\28\SCAL_0348_1.DATA","i16:0",0.24,19.21,0.0187402394586153,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000124552967291076,0.0000570964102331311
"10254","2025\08\28\SCAL_0348_1.DATA","16:0",16.01,19.21,1.2501301405518,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.000830872085970887,0.003545366298109
"10255","2025\08\28\SCAL_0348_1.DATA","16:1n-11",0.27,19.21,0.0210827693909422,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000140122088202461,0.0000611905518735976
"10256","2025\08\28\SCAL_0348_1.DATA","16:1n-9",0.14,19.21,0.0109318063508589,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000072655897586461,0.0000305281137699009
"10257","2025\08\28\SCAL_0348_1.DATA","16:1n-7",1.01,19.21,0.0788651743883394,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000524160404016612,0.000230462331221495
"10258","2025\08\28\SCAL_0348_1.DATA","16:1n-5",0.24,19.21,0.0187402394586153,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000124552967291076,0.000054932970727752
"10259","2025\08\28\SCAL_0348_1.DATA","17:1:a",NA,19.21,NA,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,NA,NA
"10260","2025\08\28\SCAL_0348_1.DATA","i:17:0",0.46,19.21,0.0359187922956793,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000238726520641229,0.000114953443016432
"10261","2025\08\28\SCAL_0348_1.DATA","16:2n-6",0.04,19.21,0.00312337324310255,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000020758827881846,0.00000911935613055421
"10262","2025\08\28\SCAL_0348_1.DATA","ai:17:0",0.07,19.21,0.00546590317542946,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.00000363279487932305,0.0000161514794976097
"10263","2025\08\28\SCAL_0348_1.DATA","17:1:b:",0.05,19.21,0.00390421655387819,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.00000259485348523075,0.0000113669268006788
"10264","2025\08\28\SCAL_0348_1.DATA","16:2n-4",0.04,19.21,0.00312337324310255,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000020758827881846,0.00000954559723020073
"10265","2025\08\28\SCAL_0348_1.DATA","17:0",0.62,19.21,0.0484122852680895,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000321761832168613,0.000139973402606259
"10266","2025\08\28\SCAL_0348_1.DATA","Phytane",0.55,19.21,0.0429463820926601,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000285433883375383,0.000124884309733787
"10267","2025\08\28\SCAL_0348_1.DATA","16:3n-4",NA,19.21,NA,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,NA,NA
"10268","2025\08\28\SCAL_0348_1.DATA","17:1",0.08,19.21,0.0062467464862051,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000041517655763692,0.0000180031178333174
"10269","2025\08\28\SCAL_0348_1.DATA","16:4n-3",NA,19.21,NA,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,NA,NA
"10270","2025\08\28\SCAL_0348_1.DATA","16:4n-1",0.1,19.21,0.00780843310775638,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000051897069704615,0.0000223882218023935
"10271","2025\08\28\SCAL_0348_1.DATA","18:0",4.61,19.21,0.359968766267569,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.000239245491338275,0.00115983730525035
"10272","2025\08\28\SCAL_0348_1.DATA","18:1n-13",NA,19.21,NA,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,NA,NA
"10273","2025\08\28\SCAL_0348_1.DATA","18:1n-11",0,19.21,0,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0,0
"10274","2025\08\28\SCAL_0348_1.DATA","18:1n-9",0.77,19.21,0.0601249349297241,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000399607436725536,0.000162535662907491
"10275","2025\08\28\SCAL_0348_1.DATA","18:1n-7",3.5,19.21,0.273295158771473,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.000181639743966153,0.00072818329934675
"10276","2025\08\28\SCAL_0348_1.DATA","18:1n-5",0.11,19.21,0.00858927641853201,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.00000570867766750765,0.0000239611572326908
"10277","2025\08\28\SCAL_0348_1.DATA","18:2d5:11",NA,19.21,NA,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,NA,NA
"10278","2025\08\28\SCAL_0348_1.DATA","18:2n-7",NA,19.21,NA,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,NA,NA
"10279","2025\08\28\SCAL_0348_1.DATA","18:2n-6",0.23,19.21,0.0179593961478397,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000119363260320615,0.000048555962948907
"10280","2025\08\28\SCAL_0348_1.DATA","18:2n-4",0.18,19.21,0.0140551795939615,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.00000934147254683071,0.0000387559542062569
"10281","2025\08\28\SCAL_0348_1.DATA","18:3n-6",0.03,19.21,0.00234252993232691,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.00000155691209113845,0.00000664159291951782
"10282","2025\08\28\SCAL_0348_1.DATA","18:3n-4",NA,19.21,NA,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,NA,NA
"10283","2025\08\28\SCAL_0348_1.DATA","18:3n-3",0.21,19.21,0.0163977095262884,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000108983846379692,0.0000441447100156556
"10284","2025\08\28\SCAL_0348_1.DATA","18:3n-1",0.03,19.21,0.00234252993232691,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.00000155691209113845,0.00000636113435809058
"10285","2025\08\28\SCAL_0348_1.DATA","18:4n-3",1.05,19.21,0.081988547631442,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000544919231898458,0.000236377564637633
"10286","2025\08\28\SCAL_0348_1.DATA","18:4n-1",NA,19.21,NA,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,NA,NA
"10287","2025\08\28\SCAL_0348_1.DATA","20:0",0.04,19.21,0.00312337324310255,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000020758827881846,0.00000871996795143365
"10288","2025\08\28\SCAL_0348_1.DATA","20:1n-11",0.79,19.21,0.0616866215512754,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000409986850666459,0.000165035687308377
"10289","2025\08\28\SCAL_0348_1.DATA","20:1n-9",0.46,19.21,0.0359187922956793,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000238726520641229,0.000100132735455693
"10290","2025\08\28\SCAL_0348_1.DATA","20:1n-7",NA,19.21,NA,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,NA,NA
"10291","2025\08\28\SCAL_0348_1.DATA","20:2NMID1",0.72,19.21,0.0562207183758459,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000373658901873228,0.000150106146471004
"10292","2025\08\28\SCAL_0348_1.DATA","20:2n-9",0.07,19.21,0.00546590317542946,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.00000363279487932305,0.0000154381871940257
"10293","2025\08\28\SCAL_0348_1.DATA","20:2NMID2",NA,19.21,NA,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,NA,NA
"10294","2025\08\28\SCAL_0348_1.DATA","20:2n-6",0.28,19.21,0.0218636127017179,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000145311795172922,0.0000610664855701666
"10295","2025\08\28\SCAL_0348_1.DATA","20:3NMIT",0.02,19.21,0.00156168662155128,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000010379413940923,0.00000424822405920635
"10296","2025\08\28\SCAL_0348_1.DATA","20:3n-6",0.04,19.21,0.00312337324310255,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000020758827881846,0.00000921161614966178
"10297","2025\08\28\SCAL_0348_1.DATA","20:4n-6",1.03,19.21,0.0804268610098907,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000534539817957535,0.000221153210159262
"10298","2025\08\28\SCAL_0348_1.DATA","20:3n-3",0.12,19.21,0.00937011972930765,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000062276483645538,0.0000252548168627084
"10299","2025\08\28\SCAL_0348_1.DATA","20:4n-3",0.18,19.21,0.0140551795939615,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.00000934147254683071,0.0000380272831592809
"10300","2025\08\28\SCAL_0348_1.DATA","20:5n-3",14.48,19.21,1.13066111400312,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.000751469569322826,0.00315115055519965
"10301","2025\08\28\SCAL_0348_1.DATA","22:0",0.05,19.21,0.00390421655387819,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.00000259485348523075,0.0000110078295063585
"10302","2025\08\28\SCAL_0348_1.DATA","22:1n-11",NA,19.21,NA,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,NA,NA
"10303","2025\08\28\SCAL_0348_1.DATA","22:1n-9",NA,19.21,NA,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,NA,NA
"10304","2025\08\28\SCAL_0348_1.DATA","22:1n-7",NA,19.21,NA,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,NA,NA
"10305","2025\08\28\SCAL_0348_1.DATA","22:2NMID1",0.05,19.21,0.00390421655387819,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.00000259485348523075,0.0000115942466661134
"10306","2025\08\28\SCAL_0348_1.DATA","22:2NMID2",0.07,19.21,0.00546590317542946,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.00000363279487932305,0.0000157295827195301
"10307","2025\08\28\SCAL_0348_1.DATA","22:2n-6",NA,19.21,NA,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,NA,NA
"10308","2025\08\28\SCAL_0348_1.DATA","21:5n-3",0.81,19.21,0.0632483081728267,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000420366264607382,0.000198444985413293
"10309","2025\08\28\SCAL_0348_1.DATA","23:0",19.21,19.21,1.5,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.000996942709025655,0.00474228483053211
"10310","2025\08\28\SCAL_0348_1.DATA","22:4n-6",0.11,19.21,0.00858927641853201,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.00000570867766750765,0.0000265127076130145
"10311","2025\08\28\SCAL_0348_1.DATA","22:5n-6",0.44,19.21,0.0343571056741281,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000228347106700306,0.000108459212493177
"10312","2025\08\28\SCAL_0348_1.DATA","22:4n-3",NA,19.21,NA,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,NA,NA
"10313","2025\08\28\SCAL_0348_1.DATA","22:5n-3",0.81,19.21,0.0632483081728267,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000420366264607382,0.000197867942842652
"10314","2025\08\28\SCAL_0348_1.DATA","24:0",NA,19.21,NA,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,NA,NA
"10315","2025\08\28\SCAL_0348_1.DATA","22:6n-3",24.12,19.21,1.88339406559084,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.00125175732127531,0.00577424487084191
"10316","2025\08\28\SCAL_0348_1.DATA","24:1n-9",NA,19.21,NA,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,NA,NA
"10317","2025\08\28\SCAL_0348_1.DATA","DMA:1",1.29,19.21,0.100728787090057,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000669472199189534,0.000314087773797882
"10318","2025\08\28\SCAL_0348_1.DATA","DMA:2",1.86,19.21,0.145236855804269,348,2025-08-28,"1","Y","2024-12-17",1.5046,0.810846736674198,0.198660714285714,15.4,0.298904910714285,0.0000965285496505839,0.000446210232932991
"10319","2025\08\28\SCAL_0349.DATA","12:0",0.2,17.46,0.0171821305841924,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0.0000114341722128119,0.0000542964768673305
"10320","2025\08\28\SCAL_0349.DATA","BHT",0,17.46,0,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0,0
"10321","2025\08\28\SCAL_0349.DATA","13:0",0,17.46,0,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0,0
"10322","2025\08\28\SCAL_0349.DATA","i:14:0",NA,17.46,NA,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,NA,NA
"10323","2025\08\28\SCAL_0349.DATA","14:0",1.2,17.46,0.103092783505155,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0.0000686050332768714,0.000317713514566049
"10324","2025\08\28\SCAL_0349.DATA","14:1n-9",NA,17.46,NA,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,NA,NA
"10325","2025\08\28\SCAL_0349.DATA","14:1n-7",NA,17.46,NA,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,NA,NA
"10326","2025\08\28\SCAL_0349.DATA","14:1n-5",NA,17.46,NA,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,NA,NA
"10327","2025\08\28\SCAL_0349.DATA","i:15:0",0.04,17.46,0.00343642611683849,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0.00000228683444256238,0.0000119248062321239
"10328","2025\08\28\SCAL_0349.DATA","ai:15:0",0.01,17.46,0.000859106529209622,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0.000000571708610640595,0.00000260728324331029
"10329","2025\08\28\SCAL_0349.DATA","15:0",0.6,17.46,0.0515463917525773,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0.0000343025166384357,0.000161056929921682
"10330","2025\08\28\SCAL_0349.DATA","i16:0",0.25,17.46,0.0214776632302405,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0.0000142927152660149,0.0000650641827934648
"10331","2025\08\28\SCAL_0349.DATA","16:0",15.86,17.46,1.36254295532646,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0.000906729856475984,0.00411940774925613
"10332","2025\08\28\SCAL_0349.DATA","16:1n-11",0.26,17.46,0.0223367697594502,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0.0000148644238766555,0.0000663931784883535
"10333","2025\08\28\SCAL_0349.DATA","16:1n-9",0.13,17.46,0.0111683848797251,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0.00000743221193832774,0.0000333298400347883
"10334","2025\08\28\SCAL_0349.DATA","16:1n-7",1,17.46,0.0859106529209622,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0.0000571708610640595,0.000266837315046462
"10335","2025\08\28\SCAL_0349.DATA","16:1n-5",0.22,17.46,0.0189003436426117,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0.0000125775894340931,0.0000614021489912649
"10336","2025\08\28\SCAL_0349.DATA","17:1:a",NA,17.46,NA,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,NA,NA
"10337","2025\08\28\SCAL_0349.DATA","i:17:0",0.45,17.46,0.038659793814433,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0.0000257268874788268,0.000118894711449599
"10338","2025\08\28\SCAL_0349.DATA","16:2n-6",0.02,17.46,0.00171821305841924,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0.00000114341722128119,0.00000532305626285035
"10339","2025\08\28\SCAL_0349.DATA","ai:17:0",0.07,17.46,0.00601374570446735,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0.00000400196027448417,0.0000195949142603482
"10340","2025\08\28\SCAL_0349.DATA","17:1:b:",0.04,17.46,0.00343642611683849,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0.00000228683444256238,0.0000109572174390917
"10341","2025\08\28\SCAL_0349.DATA","16:2n-4",0.04,17.46,0.00343642611683849,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0.00000228683444256238,0.0000108675101494376
"10342","2025\08\28\SCAL_0349.DATA","17:0",0.63,17.46,0.0541237113402062,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0.0000360176424703575,0.000165234264810929
"10343","2025\08\28\SCAL_0349.DATA","Phytane",0.56,17.46,0.0481099656357388,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0.0000320156821958733,0.000149604767694326
"10344","2025\08\28\SCAL_0349.DATA","16:3n-4",NA,17.46,NA,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,NA,NA
"10345","2025\08\28\SCAL_0349.DATA","17:1",0.09,17.46,0.0077319587628866,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0.00000514537749576536,0.0000238777074781002
"10346","2025\08\28\SCAL_0349.DATA","16:4n-3",NA,17.46,NA,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,NA,NA
"10347","2025\08\28\SCAL_0349.DATA","16:4n-1",0.04,17.46,0.00343642611683849,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0.00000228683444256238,0.0000109548543346645
"10348","2025\08\28\SCAL_0349.DATA","18:0",4.58,17.46,0.393470790378007,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0.000261842543673393,0.00119860104145586
"10349","2025\08\28\SCAL_0349.DATA","18:1n-13",NA,17.46,NA,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,NA,NA
"10350","2025\08\28\SCAL_0349.DATA","18:1n-11",0,17.46,0,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0,0
"10351","2025\08\28\SCAL_0349.DATA","18:1n-9",0.86,17.46,0.0738831615120275,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0.0000491669405150912,0.000236515364277254
"10352","2025\08\28\SCAL_0349.DATA","18:1n-7",3.1,17.46,0.266323024054983,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0.000177229669298584,0.000797434242658947
"10353","2025\08\28\SCAL_0349.DATA","18:1n-5",0.15,17.46,0.0128865979381443,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0.00000857562915960892,0.0000415123331108503
"10354","2025\08\28\SCAL_0349.DATA","18:2d5:11",0.03,17.46,0.00257731958762887,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0.00000171512583192178,0.00000829467714574592
"10355","2025\08\28\SCAL_0349.DATA","18:2n-7",NA,17.46,NA,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,NA,NA
"10356","2025\08\28\SCAL_0349.DATA","18:2n-6",0.25,17.46,0.0214776632302405,349,2025-08-28,"1","Y","2024-12-17",1.5027,0.885073534304983,0.20128739113972,7.8,0.302474562665657,0.0000142927152660149,0.0000640042742459477
